"id","y_2007","y_2008","y_2009","y_2010","y_2011","y_2012","y_2013","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2020","y_2021","y_2022"
"37063001304",4972000,3120000,2352000,1300000,1353000,1722000,2666000,1480000,2450000,2064000,2295000,2448000,4047000,4536000,5733000,1500000
"37063001808",,,,,,65886000,82397000,82502000,88315000,109032000,119140000,89349000,108395000,190536000,199983000,27216000
"37063002200",,,,,,7224000,12528000,6952000,8282000,8280000,14946000,12100000,25772000,32118000,23941000,4550000
"37063002009",27792000,18800000,10305000,7020000,9700000,7826000,9936000,8316000,8004000,9254500,9200000,11685000,13936000,14224000,17812000,3432000
"37063002026",,,,,,16779000,18603000,11271000,13515000,18095000,17908000,18542000,36915000,35564000,49840000,17238000
"37063002021",,,,,,22022000,22834000,15648000,15477000,17108000,11392500,13746000,20680000,31110000,34755000,7150000
"37063001710",27060000,14575000,10992000,10143000,10528000,11450000,15372000,9412000,9700000,12432000,11269000,14340000,13020000,17451000,22815000,4048000
"37063002022",,,,,,20100000,18354000,12320000,16685000,16371000,14440000,16999000,24206000,35136000,37800000,6642000
"37063001711",11424000,5562000,4848000,4050000,3967500,5661000,7590000,6545000,5687000,6328000,4462000,5886000,9075000,9720000,13567500,2376000
"37063002023",,,,,,14898000,16139500,11132000,11180000,11187500,10302000,14029500,15093000,24582000,25179000,3364000
"37063001400",7228000,3344000,1813000,805000,825000,2128000,1710000,1320000,1209000,1118000,1424000,3108000,2585000,3840000,6816000,770000
"37063001801",53244000,43301000,28857500,27295500,22372000,23569000,26680500,18446000,23200000,27750000,22680000,25542000,31855000,38491000,44591000,10541000
"37063001501",,147000,,89000,150000,99000,114000,,99000,90000,476000,,320000,,,
"37063000101",15824000,10252000,7568000,5812500,5580000,5640000,8736000,6741000,7425000,9342000,10146000,10140000,12936000,19866000,24768000,6386000
"37063001502",4590000,1632000,1400000,3168000,2093000,2046000,3160500,1608000,2960000,2384000,3295500,1176500,2889000,7128000,8910000,
"37063001706",24108000,13464000,29970000,20092500,19734000,27135000,26860000,23489000,18060000,20774000,15600000,19980000,25792000,44205000,37352000,6058000
"37063002007",32970000,27650000,34310000,26850000,30051000,35760000,29400000,21488000,26364000,31752000,27118500,29925000,37386000,58813000,65722500,8052000
"37063001708",17888000,20955000,19136000,13275000,10800000,16112000,16170000,10192000,11376000,14550000,12648000,15096000,15732000,18600000,24254000,3375000
"37063002017",43560000,39655000,59430000,64824000,55809000,78764000,60342000,31351000,42939000,42488000,33176000,40467000,62270000,102570000,105779000,
"37063001604",46324000,38475000,55760000,45045000,42978000,50826000,48594000,28199000,35409000,36975000,27768000,38003000,48867000,67296000,73458000,1.1e+07
"37063001900",27602000,21329000,21038000,19099000,17216000,26013000,22914000,26492000,42660000,45390000,48633000,71246000,81605000,128544000,134408000,40748000
"37063001709",25990000,14504000,11797000,6649500,7632000,6068000,6700000,4773000,8374000,11721500,11607000,9150000,21147000,22680000,30380000,7900000
"37063002018",51480000,33348000,62700000,57230000,43872000,74844000,66504000,37286000,39103500,44743000,40700000,48101000,58320000,111930000,102448500,
"37063001601",41205000,28500000,35828500,27300000,23517000,31220000,32428000,21700000,22440000,29882000,23920000,29256000,35140000,46512000,50775000,9009000
"37063001603",53982500,35926000,47286000,44310000,41230000,46588000,42254000,26600000,31824000,32900000,31752000,34124000,41318000,56564000,72090000,15960000
"37063001707",46960000,29280000,51175000,41085000,43434000,45496000,50310000,32305000,36670000,43120000,34093500,42022500,66192000,80134000,89490000,
"37063001705",22680000,17112000,19754000,15125000,15104000,14820000,14650000,12040000,13039000,15060000,15006000,18358000,24244000,32231000,31512000,5304000
"37063001802",31280000,19755000,13662000,8568000,9374000,11868000,11700000,10879000,9922000,12516000,11515000,11564000,15350000,18198000,22504000,9213000
"37063002008",32160000,24442000,45384000,46575000,40095000,62400000,42636000,23256000,34731000,35090000,26235000,35024000,37750000,61754000,71082000,8626000
"37063002100",63457000,43350000,51858000,52920000,43433000,56794500,47593000,32148000,35937000,42504000,33117000,40740000,59772000,80958000,84540500,15620000
"37063002013",30008000,22555000,31484000,24660000,23616000,26810000,26688000,17097000,24140000,24896000,27300000,32160000,37884000,54062500,58331000,9044000
"37063001002",17172000,11475000,5310000,4413500,3124000,4320000,3627000,4158000,4074000,5117000,4895000,7620000,8550000,13600000,13325000,3525000
"37063001503",105000,68000,,,,,252000,,,,,,88000,,,
"37063002015",10168000,8940000,8844000,8442000,7632000,8436000,8880000,6231000,9177000,10150000,8240000,8100000,8550000,19500000,21712000,2784000
"37063001100",6720000,3074000,1456000,2499000,2145000,3816000,3976000,3375000,5687500,4536000,9120000,8250000,10098000,14396000,19624500,4020000
"37063002016",2856000,2745000,2450000,3150000,1798000,3149000,6283000,3864000,3146000,5475000,4815000,5280000,5310000,9025000,7420000,
"37063001807",,,,,,37455000,43014000,31342500,32385000,38955000,34858000,39900000,49344000,58424000,62968000,
"37063001301",7581000,2415000,1485000,1488000,1575000,1150000,1305000,1036000,1152000,2825000,3294000,4752000,4320000,8658000,12221000,2625000
"37063000301",7728000,6099000,7597000,5760000,7832000,7663000,5940000,4480000,5628000,4860000,5472000,10200000,11235000,19467000,21854000,3648000
"37063001809",,,,,,26260000,29230000,16117000,16992000,19212500,13390000,22512000,61838000,88160000,92505000,25288000
"37063001303",6627000,3159500,2052000,1881000,1302000,1911000,3206500,1400000,2491000,2814000,5141500,4088000,7140000,8712000,12225000,1840000
"37063002019",,,,,,39585000,34775000,19467000,18624000,27472000,22032000,29964000,31413000,49880000,57720000,9030000
"37063002020",,,,,,109760000,95312000,53410000,71529000,80682000,64974000,77262000,105165000,184652000,179024000,34299000
"37063002025",,,,,,37152000,38847000,23920000,28877000,30624000,26745500,27160000,34580000,61030000,65066500,14976000
"37063002027",,,,,,26390000,22165000,18291000,31392500,32890000,41420000,51128000,44499000,75330000,96800000,
"37063001001",15847000,8694000,4896000,3496000,2668000,2788000,3871500,3610500,3978000,8763000,10695000,11850000,17802000,24864000,21649500,2666000
"37063002300",,,,,,1100000,177500,1440000,3307500,5795000,5280000,4095000,6966000,8976000,10201000,1370000
"37063001806",,,,,,21300000,27944000,17712000,22935000,26730000,25850000,28677000,40880000,67275000,66816000,8265000
"37063000102",15876000,8856000,10750000,7200000,5640000,7506000,10730000,10679000,7992000,9128000,11505000,12201000,11900000,16950000,19875000,4862000
"37063002024",,,,,,51392000,52848000,35872000,49842000,54075000,45279000,40733000,52640000,90909000,94478000,14892000
"37063002028",,,,,,34580000,38925000,32528000,44398000,62923500,49104000,70794500,102460000,157248000,169830000,
"37063980100",,,,,,,151000,273000,83000,370000,228000,,,120000,102000,
"37063000200",15840000,12354000,13999500,12312000,12450000,12798000,16434000,12090000,12615000,17370000,12376000,17856000,22600500,35105000,39693000,5425000
"37063000302",19908000,21645000,27936000,19074000,23205000,31069500,23400000,14938000,17820000,19092000,11340000,23500000,27652000,50662000,50887500,6042000
"37063000401",22512000,15106000,23341500,22680000,18360000,21804000,23140000,10960000,16019500,23526500,16280000,19560000,21412000,37520000,39260000,2210000
"37063000402",3691500,5467000,6666000,7350000,5775000,8532000,6059000,3432000,3567000,5076000,7564000,8322000,8466000,12208000,11984000,1976000
"37063000500",7800000,3250000,2656000,2226000,2729500,4592000,5831000,3588000,3710000,7474500,4148000,10500000,12460500,15600000,18419000,2706000
"37063000600",18648000,17600000,27324000,23520000,20007000,29109000,30264000,13612000,22464000,19125000,19293000,29940500,40572000,51090000,57582000,9114000
"37063000700",22359000,16598000,23055000,21582000,19158000,25839000,21502500,19066500,14651000,22119000,17168000,15450000,21888000,44278000,51744000,7266000
"37063000900",10062000,6042000,1305000,1118000,1125000,1887000,2025000,1620000,3021000,3599000,4440000,10800000,13248000,20040000,19055000,2180000
